"Symbol","StkShortName","IPODate","Ownership","DelistedDate","Board","IndustryNameB","IndustryCodeB","IndustryNameA","IndustryCodeA","RegisterCapital","BusinessScope"
"002968","新大正","2019-12-03","私营企业","","中小板","房地产业","K70","房地产","0003","107464000","许可项目:城市建筑垃圾处置,公路管理与养护,通用航空服务,住宿服务,劳务派遣服务,餐饮服务,城市生活垃圾经营性服务,特种设备安装改造修理,人力资源服务(不含职业中介活动、劳务派遣服务),职业中介活动(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准);一般项目:物业管理服务壹级(凭资质许可证从事经营);物业管理咨询;房地产经纪;建筑物及设施设备运行维修管理;市政设施养护维修管理;城市园林绿化工程设计、施工(凭资质许可证从事经营)及养护;停车服务;会议及展览服务;室内外保洁服务;家政服务;餐饮管理;洗衣;化粪池清掏;有害生物防治;网站建设,建筑物清洁服务,城乡市容管理,市政设施管理,工程管理服务,节能管理服务,安全系统监控服务,航空运营支持服务,航空商务服务;航空运输货物打包服务,装卸搬运,专业保洁、清洗、消毒服务;护理机构服务(不含医疗服务),酒店管理,停车场服务;礼仪服务,日用百货销售(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。"
"002969","嘉美包装","2019-12-02","中外合资","","中小板","金属制品业","C33","工业","0005","952630735","生产金属容器,易拉罐制品,包装装潢印刷品印刷,销售本公司产品及提供售后服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"002970","锐明技术","2019-12-17","中外合资","","中小板","计算机、通信和其他电子设备制造业","C39","工业","0005","86400000","电子产品(含安防设备及系统、计算机软件、硬件产品及辅助设备、通信设备及其辅助设备、多媒体设备、车载终端设备、监控设备)、智能装备、汽车零部件及配件、车用电气信号设备装置的研发、生产;销售自产产品;提供技术咨询、技术服务,电子设备安装,电子工程和信息系统的设计、集成、施工及维护;安全技术防范工程的设计、施工、维护;电子设备、计算机及通讯设备、安防设备、车载终端设备、软件平台的租赁(不配备操作人员的机械设备租赁,不包括金融租赁活动);自有物业租赁;货物进出口、技术进出口、代理进出口。"
"002971","和远气体","2020-01-13","私营企业","","中小板","化学原料及化学制品制造业","C26","工业","0005","160000000","第十三条“医用气体(医用氧气体、分装;医用氧液态、空分)、食品添加剂(氮气);压缩气体和液化气(氧气、氢气、氮气、氩气、乙炔、天然气等);化工产品(不含危化证以外的危险爆炸化学品及国家限制经营的品种)销售;工业气体咨询服务;(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"002972","科安达","2019-12-27","私营企业","","中小板","计算机、通信和其他电子设备制造业","C39","工业","0005","176320000","电子产品、设备、仪器、仪表,轨道交通自动化系统,应用软件开发,计算机信息系统集成,计算机网络,通信产品及国内一般商品的销售、设计、开发、生产(生产项目另行申办营业执照,由分支机构经营)及相关技术咨询;经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);投资兴办实业(具体项目另行申报);股权投资;防雷工程专业设计甲级;防雷工程专业施工甲级。"
"002973","侨银环保","2020-01-06","私营企业","","中小板","公共设施管理业","N78","公用事业","0002","408660000","通用机械设备销售;停车场经营;工程环保设施施工;社区、街心公园、公园等运动场所的管理服务;城市水域垃圾清理;公共设施安全监测服务;垃圾处理的技术研究、开发;公厕保洁服务;环保技术推广服务;土壤修复;沉船沉物打捞服务;生活清洗、消毒服务;汽车销售;专用设备销售;环保设备批发;房屋建筑工程施工;公交站场管理;防虫灭鼠服务;道路自动收费停车泊位的建设、经营和管理;市政设施管理;城乡市容管理;机械设备租赁;防洪除涝设施管理;市政公用工程施工;信息技术咨询服务;绿化管理、养护、病虫防治服务;物业管理;建筑物清洁服务;公路养护;造林、育林;花草树木修整服务;林业有害生物防治服务;园林绿化工程服务;景观和绿地设施工程施工;路牌、路标、广告牌安装施工;机电设备安装服务;污水处理及其再生利用;生产专用车辆制造;环境保护专用设备制造;工程项目管理服务;劳务派遣服务;城市生活垃圾经营性清扫、收集、运输服务;道路货物运输;收集、贮存、处理、处置生活污泥;固体废物治理;危险废物治理;再生物资回收与批发;充值卡销售。"
"002975","博杰股份","2020-02-05","私营企业","","中小板","专用设备制造业","C35","工业","0005","69466700","电子测试设备、工业自动化设备的研发、生产和销售,相关设备维修、升级(测试)及相关商务服务和技术服务,智能制造产品生产,租赁。"
"002976","瑞玛工业","2020-03-06","私营企业","","中小板","金属制品业","C33","工业","0005","100000000","研发、制造、加工、销售:冲压板金件、模具、机械零配件、五金紧固件;销售:电子元器件、注塑件、金属材料;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。通信设备制造;通讯设备销售;电子专用材料制造;电子元器件制造;特种陶瓷制品制造;新型陶瓷材料销售(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"002977","天箭科技","2020-03-17","私营企业","","中小板","计算机、通信和其他电子设备制造业","C39","工业","0005","71500000","通信传输设备、雷达及配套设备、仪器仪表、电子设备、电子元器件的研发、生产、销售;集成电路设计和销售;微波通信工程的设计、施工(凭资质许可证经营);无线射频识别技术研发、应用;技术推广服务;货物进出口、技术进出口(法律、法规禁止的除外;法律、行政法规限制的待取得许可后方可经营)。以上经营项目不含法律、行政法规和国务院决定需要前置许可和审批的项目。"
"002978","安宁股份","2020-04-17","私营企业","","中小板","黑色金属矿采选业","B08","工业","0005","401000000","铁矿石开采、洗选、钒钛铁精矿、钛精矿、钛中矿及其他矿产品加工、销售、机电维修、建材(不含危险化学品)、百货销售;装卸搬运。(以上经营项目不含法律、行政法规和国务院决定的前置审批或许可的项目)(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"002979","雷赛智能","2020-04-08","私营企业","","中小板","仪器仪表制造业","C40","工业","0005","208000000","驱动器、电机、运动控制系统及组件、专用控制系统的技术开发、生产、销售;工业自动化装置和仪表、微电脑系统软硬件、计算机软件的技术开发和销售,其他国内贸易(不含专营、专控、专卖商品及限制项目);经营进出口业务。在深圳市南山区西丽街道松白公路百旺信工业区五区22栋1-5层设有经营场所从事生产经营活动。"
"002980","华盛昌","2020-04-15","私营企业","","中小板","仪器仪表制造业","C40","工业","0005","133333400","仪器仪表、自动化设备、医疗器械、空气净化器、电子产品及零部件的研究开发、生产、销售及相关技术服务;研究、开发、制作软件产品;经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营)。"
"002981","朝阳科技","2020-04-17","私营企业","","中小板","计算机、通信和其他电子设备制造业","C39","工业","0005","96000000","研发、生产、销售:声学产品及零配件、通讯传导线材、塑胶制品、智能化设备、模具;货物进出口、技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"002982","湘佳股份","2020-04-24","私营企业","","中小板","畜牧业","A03","综合","0004","101880000","凭企业有效许可证从事畜牧良种繁殖服务;畜禽饲养及销售;牲畜、禽类屠宰及销售;饲料的加工销售;肉制品及副产品加工、销售;兽用药品的销售;林木育苗(不含种子);养殖设备销售;农林牧渔技术推广服务;有机肥料及微生物肥料制造、销售;蛋的销售;食品的互联网销售;冷藏车道路运输、装卸搬运;低温仓储;货物或技术进出口(国家禁止或涉及行政审批的货物和技术进出口除外);检验检疫服务、检测服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"002983","芯瑞达","2020-04-28","私营企业","","中小板","计算机、通信和其他电子设备制造业","C39","工业","0005","141680000","电子产品、光电和显示产品的技术研发、生产、加工及销售;半导体集成电路的设计、封装、测试及销售;液晶显示背光源、背光模组及配套器件的研发、制作和销售;房屋租赁;物业服务;包装材料销售;自营和代理各类商品和技术的进出口业务(但国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"002984","森麒麟","2020-09-11","私营企业","","中小板","橡胶和塑料制品业","C29","工业","0005","649668940","生产销售研发翻新子午线轮胎、航空轮胎、橡胶制品及以上产品的售后服务;批发、代购、代销橡胶制品、化工产品及原料(不含危险品);货物进出口、技术进出口(法律、行政法规禁止的项目除外,法律、行政法规限制的项目取得许可后方可经营)。(以上范围需经许可经营的,须凭许可证经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"002985","北摩高科","2020-04-29","私营企业","","中小板","铁路、船舶、航空航天和其它运输设备制造业","C37","工业","0005","150160000","开发、销售摩擦材料及制品;货物进出口、技术进出口、代理进出口;开发、销售航空刹车机轮及组件、飞机机轮刹车系统、飞机起落架及其零件;销售高性能刹车盘机摩擦片;产品设计;技术服务;出租商业用房、办公用房;制造飞机着陆系统及航空部件(限分支机构经营);生产高性能刹车盘机摩擦片;民用航空器维修。(市场主体依法自主选择经营项目,开展经营活动;民用航空器维修以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)"
"002986","宇新股份","2020-06-02","私营企业","","中小板","化学原料及化学制品制造业","C26","工业","0005","113340000","丙酮、2-丁酮、甲苯、硫酸、正丁烷、丁烯、液化石油气(工业用)、溶剂油、甲醇、甲基叔丁基醚、乙酸叔丁酯、乙酸、醋酸正丙酯、乙酸异丁酯、甲基丙烯酸甲酯、苯乙烯、1,2-二甲苯、1,4-二甲苯、丁醇、2-丁醇、环己酮、异丁烷、丙烯、异丁烯、二甲氧基甲烷、石脑油、2-甲基庚烷、苯、混合苯、2-丙醇、乙酸甲酯、乙酸乙酯不带储存设施经营(危险化学品经营许可证有效期至2021年4月8日);能源技术研究、技术开发服务;材料科学研究、技术开发;化工原料(监控化学品、危险化学品除外)销售;化工产品制造(不含危险及监控化学品)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"002987","京北方","2020-05-07","私营企业","","中小板","软件和信息技术服务业","I65","公用事业","0002","160662382","技术开发、技术推广、技术转让、技术咨询、技术服务;计算机技术培训;计算机系统服务;数据处理;计算机维修;基础软件服务、应用软件服务;销售开发后产品、计算机、软件及辅助设备、机械设备、电子产品;接受金融机构委托从事金融信息技术外包服务、接受金融机构委托从事金融业务流程外包服务、接受金融机构委托从事金融知识流程外包服务、接受金融机构委托从事银行网点引导员、银行后台集中作业业务记账处理、银行专业设备技术研发、银行现金清分整点管理、自助银行设备运营管理维护、数据处理、档案数字化加工及保管、金融业务咨询、柜员业务、劳务服务的外包服务;货物进出口、技术进出口、代理进出口;人才中介服务;劳务派遣(劳务派遣经营许可证有效期至2020年05月25日);第二类增值电信业务中的呼叫中心业务(增值电信业务经营许可证有效期至2023年05月18日)。(市场主体依法自主选择经营项目,开展经营活动;人才中介服务以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)"
"002988","豪美新材","2020-05-18","中外合资","","中小板","有色金属冶炼及压延加工业","C32","工业","0005","232770000","有色金属复合材料、轻合金材料、建筑智能系统产品、汽车零部件的研发、生产和销售。(以上项目不涉及外商投资准入特别管理措施)(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"002989","中天精装","2020-06-10","私营企业","","中小板","建筑装饰和其他建筑业","E50","综合","0004","151400000","建筑装修装饰工程专业承包壹级(凭资质证书经营);建筑装饰设计乙级(凭资质证书经营);建筑材料的购销及其他国内贸易(法律、行政法规、国务院决定规定在登记前须经批准的项目除外)"
"002990","盛视科技","2020-05-25","私营企业","","中小板","软件和信息技术服务业","I65","公用事业","0002","126240000","一般经营项目:人工智能、物联网、大数据、智能算法、机器视觉的技术研发与应用;智能机器人、电子及智能产品、智慧系统、计算机软件、网络及数据库、机电一体化产品、工业与办公自动化设备、通讯信息设备、安防产品、警用器材、第一类医疗器械的技术研发、生产、销售及服务;信息系统集成、智能控制系统、通信网络系统、信息安全系统、安全防范系统的设计、安装维护服务;电子与智能化工程、机电安装、机房及消防工程、建筑装饰和装修及防雷工程的设计与施工;从事以上内容的技术咨询;软硬件技术检测与评价、技术转让及服务;国内贸易,货物及技术进出口(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);投资兴办实业(具体项目另行申报);设备租赁(不含金融租赁);自有物业租赁。许可经营项目:第二类医疗器械、第三类医疗器械的技术研发、生产、销售及服务。"
"002991","甘源食品","2020-07-31","私营企业","","中小板","农副食品加工业","C13","工业","0005","93215831","食品生产、加工、经营,电子商务、营运,食品添加剂、自制氮气生产(限自用),餐饮服务(依法须经批准的项目,经相关部门批准后方可开展经营)"
"002992","宝明科技","2020-08-03","私营企业","","中小板","计算机、通信和其他电子设备制造业","C39","工业","0005","137960950","研发、生产销售背光源、新型平板显示器件;货物及技术进出口;(法律、行政法规、国务院决定规定需前置审批和禁止的项目除外);机械设备租赁(不配备操作人员的机械设备租赁,不包括金融租赁活动)。"
"002993","奥海科技","2020-08-17","私营企业","","中小板","计算机、通信和其他电子设备制造业","C39","工业","0005","180800000","研发、生产和销售:充电器、电源适配器、手机配件、电子产品、无线充电产品、智能家居产品、移动智能产品、智能硬件产品;货物进出口、技术进出口;自有物业租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"002995","天地在线","2020-08-05","私营企业","","中小板","互联网和相关服务","I64","公用事业","0002","64670000","信息服务业务(仅限互联网信息服务)(增值电信业务经营许可证有效期至2024年02月27日);销售食品;广播电视节目制作;电影发行;文艺表演;从事互联网文化活动;演出经纪;技术推广服务;经济信息咨询;会议及展览服务;组织文化艺术交流活动;设计、制作、代理、发布广告;教育咨询(不含中介服务);销售家用电器、电子产品、文化用品、化妆品、卫生用品、体育用品、日用品、针纺织品、服装、家具、珠宝首饰、金银制品、玩具;文化娱乐经纪人服务;营销策划;基础软件服务;应用软件服务(不含医用软件);数据处理。(市场主体依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)"
"002996","顺博合金","2020-08-28","私营企业","","中小板","废弃资源综合利用业","C42","工业","0005","439000000","一般项目:加工、销售铝合金锭,汽车配件、摩托车配件;批发、零售金属材料,机电产品,建材,工业硅;废旧金属回收(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)许可项目:普通货运、货物进出口(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)"
"002997","瑞鹄模具","2020-09-03","私营企业","","中小板","专用设备制造业","C35","工业","0005","183600000","开发、设计、制造汽车模具、夹具、检具、车身焊接总成及白车身,汽车车身轻量化制造技术研发,机器人集成,汽车自动化生产线设备、汽车非标设备的制造、安装、调试及维护。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"002998","优彩资源","2020-09-25","私营企业","","中小板","化学纤维制造业","C28","工业","0005","326398400","环保技术、合成纤维材料的研究、开发;智能设备的研究、开发、设计、技术服务;环境保护专用设备、纺织专用设备、涤纶纤维、服装、针织品、纺织品、橡胶制品、塑料制品的制造、加工、销售;电子商务的技术服务;纺织原料的销售;自营和代理各类商品及技术的进出口业务,但国家限定企业经营或禁止进出口的商品和技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"002999","天禾股份","2020-09-03","私营企业","","中小板","零售业","F52","商业","0006","248280000","批发、零售、国内贸易代理服务、网上销售:化肥、农药、农膜(危险化学品除外)、化工产品(危险化学品除外)、农业机械、农业工具、灌溉设备、不再分装的包装种子;农业项目投资;化肥、农药、农膜及农资网络建设咨询;货物及技术进出口(法律、行政法规禁止的项目除外;法律、行政法规限止的项目,取得许可后方可经营);批发:危险化学品(具体按本公司有效《危险化学品经营许可证》经营);农作物病虫害专业化统防统治;农业技术推广、咨询与培训服务;化肥、农药产品应用技术服务;施药施肥服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"003000","华文食品","2020-09-14","私营企业","","中小板","农副食品加工业","C13","工业","0005","400010000","食品的开发、生产,预包装食品、散装食品的销售,自营、代理各类商品和技术的进出口业务(国家限定公司经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"003001","中岩大地","2020-10-13","私营企业","","中小板","土木工程建筑业","E48","房地产","0003","97175312","技术开发、技术转让、技术咨询、技术服务、技术推广;专业承包;工程和技术研究与试验发展;工程勘察专业类(岩土工程);探矿工程、地质测试;水土保持及保护;环境监测;水污染治理;固体废物污染治理;地质灾害治理;技术检测;技术进出口、货物进出口、代理进出口;产品设计;经济贸易咨询;委托加工智能立体停车设备;机动车公共停车场服务;机械设备租赁(不含汽车租赁);销售建筑材料、机械设备、五金交电、电子产品、化工产品(不含危险化学品及一类易制毒化学品)。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)"
"003002","壶化股份","2020-09-22","私营企业","","中小板","化学原料及化学制品制造业","C26","工业","0005","200000000","工业电雷管、地震勘探电雷管、磁电雷管、数码电子雷管、导爆管雷管、塑料导爆管、乳化炸药(胶状)、中继起爆具的研发、生产、销售和服务(以上项目以许可证核定的范围和有效期限为准:爆破作业除外);武器装备研发、生产、销售和服务(凭有效《武器装备科研生产许可证》经营,以许可证核定的范围和有效期限为准);道路货物运输:危险货物运输(1类1项);货物与技术的进出口业务;房屋租赁;纺织品、农副产品(不含直接入口食品,需办理食品经营许可证的除外)、工艺品(文物、象牙及其制品除外)、文体娱乐用品销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"003003","天元股份","2020-09-21","私营企业","","中小板","印刷和记录媒介复制业","C23","工业","0005","176720000","包装装潢印刷品、其它印刷品印刷;生产、加工、销售:纸制品、塑胶制品、包装材料、环保包装袋、五金制品、模具(不含电镀);国内商业、物资供销业(不含法律、行政法规和国务院决定禁止或应经许可的项目);生产、批发、零售:不干胶、可再贴纸品、便纸条、文具、文化用品、办公用品;研发、生产、销售:物流自动化设备;经营和代理各类商品及技术的进出口业务。"
"003004","声迅股份","2020-11-26","私营企业","","中小板","软件和信息技术服务业","I65","公用事业","0002","81840000","安全技术防范产品的技术开发、技术推广、技术转让、技术咨询、技术服务、技术中介服务;货物进出口、技术进出口、代理进出口;计算机系统服务;销售安全技术防范产品、机械设备、电子产品、计算机、软件及辅助设备、自行开发的产品;制造、组装监控报警系统。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)"
"003005","竞业达","2020-09-22","私营企业","","中小板","软件和信息技术服务业","I65","公用事业","0002","106000000","计算机软硬件及外围设备、教学设备、数字音视频设备、嵌入式系统、有线通讯器材的开发及销售;计算机网络技术服务及系统集成、销售;机械维修;销售化工产品(不含化学危险品及一类易制毒化学品)、汽车、汽车配件、机械电器设备、日用百货、家具;货物进出口;技术进出口;代理进出口;委托加工计算机配件、计算机硬件设备、电子产品;机电设备租赁;教育咨询;专业承包。(依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动。)。"
"003006","百亚股份","2020-09-21","中外合资","","中小板","造纸及纸制品业","C22","工业","0005","427777800","一般项目:生产和销售:卫生巾、卫生护垫、尿裤、尿布(垫、纸)。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)"
"003007","直真科技","2020-09-23","私营企业","","中小板","软件和信息技术服务业","I65","公用事业","0002","80000000","计算机软硬件、通讯自动控制设备、电子设备的技术开发、技术咨询、技术培训、技术服务;安装、调试计算机软硬件系统;销售自行开发后的产品(未经专项审批的项目除外);货物进出口,技术进出口,代理进出口。(依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动。)"
"003008","开普检测","2020-09-23","私营企业","","中小板","专业技术服务业","M74","公用事业","0002","80000000","电力系统保护与控制设备及系统、配电自动化设备及系统、新能源控制设备及系统、电动汽车充换电设备及系统、汽车电子电器、开关及成套设备的检测、检测技术方面的研究开发、技术转让、技术服务;变电站工程和系统、配用电工程和系统、电动汽车充换电站工程和系统的出厂验收、工程调试、现场验收和技术支持服务;信息安全风险评估;信息系统安全等级保护测评;信息安全产品检测;试验仪器设备的研发、生产、销售、维修、技术服务;认证服务;自营和代理各类商品及技术的进出口业务;房屋租赁;设备租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"003009","中天火箭","2020-09-25","国营或国有控股","","中小板","铁路、船舶、航空航天和其它运输设备制造业","C37","工业","0005","155392313","人工影响天气作业系统、小型制导火箭、探空火箭、小型固体火箭系统的设计、生产、销售及技术服务;人影作业车、指挥车的销售;普通货物运输;道路危险货物运输;炭/炭复合材料、炭陶复合材料、橡胶材料、化工材料(易制毒、危险、监控化学品除外)、特种材料及设备的技术研发、生产、制造;智能城市、智能交通、称量技术及装备系统的软硬件的研发、设计、制造、销售、安装、调试及技术服务;土建工程、地基基础工程、建筑工程的施工;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止的进出口商品及技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"003010","若羽臣","2020-09-25","私营企业","","中小板","互联网和相关服务","I64","公用事业","0002","121699840","婴儿用品批发;婴儿用品零售;医疗设备租赁服务;技术进出口;化妆品及卫生用品批发;文具用品批发;体育用品及器材批发;百货零售(食品零售除外);化妆品及卫生用品零售;医疗用品及器材零售(不含药品及医疗器械);日用家电设备零售;食品、酒、饮料及茶生产专用设备制造;医疗卫生用塑料制品制造;商品信息咨询服务;信息技术咨询服务;网络技术的研究、开发;计算机技术开发、技术服务;信息电子技术服务;家用美容、保健电器具制造;货物进出口(专营专控商品除外);礼仪电子用品制造;为医疗器械、设备、医疗卫生材料及用品提供专业清洗、消毒和灭菌;非许可类医疗器械经营;广告业;策划创意服务;米、面制品及食用油批发;乳制品批发;医疗诊断、监护及治疗设备零售;保健食品制造;乳制品制造;预包装食品零售;预包装食品批发;散装食品批发;乳制品零售;散装食品零售保健食品批发(具体经营项目以《食品经营许可证》为准);保健食品零售(具体经营项目以《食品经营许可证》为准);许可类医疗器械经营。互联网商品销售(许可审批类商品除外);互联网商品零售(许可审批类商品除外)。"
"003011","海象新材","2020-09-30","私营企业","","中小板","橡胶和塑料制品业","C29","工业","0005","73340000","PVC建材的技术开发;PVC地板的制造、加工;经营本企业自产产品的出口业务和本企业生产所需的机械设备、零配件、原辅材料及技术的进口业务(国家禁止或限制的除外;涉及前置审批的除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"003012","东鹏控股","2013-12-09","中外合资","","中小板","非金属矿物制品业","C30","工业","0005","1173000000","生产(由下属公司生产)、销售、维修:陶瓷制品、水暖器材、卫浴产品、橱柜、木地板、家居用品、涂料、防水涂料、建筑材料、日用品;装卸服务;仓储;卫浴产品、陶瓷制品的研究、开发(涉限除外,涉及行业许可管理的,按国家规定办理);在线数据处理与交易处理业务(仅限经营类电子商务)。(以上项目不涉及外商投资准入特别管理措施)(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"003013","地铁设计","2020-10-22","国营或国有控股","","中小板","专业技术服务业","M74","公用事业","0002","400010000","市政工程设计服务;地质勘查技术服务;岩土工程设计服务;其他工程设计服务;房屋建筑工程设计服务;岩土工程勘察服务;岩土工程勘察综合评定服务;工程地球物理勘探服务;工程地质勘察服务;工程水文勘察服务;工程和技术基础科学研究服务;基础地质勘查;工程项目管理服务;工程总承包服务;工程钻探;桩基检测服务;基坑监测服务;地下管线探测;测绘服务;工程技术咨询服务;城乡规划编制;技术进出口;工程勘察设计;编制工程概算、预算服务;消防设施工程设计与施工。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"003015","日久光电","2020-10-21","私营企业","","中小板","计算机、通信和其他电子设备制造业","C39","工业","0005","281066667","生产、研发、销售氢燃料电池、氢燃料电池MEA组件、车辆及建筑玻璃用安全防爆节能薄膜材料、显示器用光学薄膜材料、导电薄膜材料、压电薄膜材料、外观装饰用热转印材料、外观装饰用贴合薄膜材料、模具内使用转印及贴合薄膜材料、复合高光薄膜材料;经营相关产品的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"003016","欣贺股份","2020-10-26","中外合资","","中小板","纺织服装、服饰业","C18","工业","0005","426666700","从事服装、鞋袜、帽子、手套、箱包、皮草皮革、饰品、眼镜针织品及钩织品的生产、加工;从事上述产品及皮具、办公用品、钟表、珠宝首饰、香水的批发及进出口业务(以上商品不涉及国营贸易管理商品,涉及配额许可证管理商品的,按国家有关规定办理申请);以特许经营方式从事商业活动;室内装修、装潢。"
"003017","大洋生物","2020-10-26","私营企业","","中小板","化学原料及化学制品制造业","C26","工业","0005","60000000","一般项目:生产:工业级、食品添加剂级碳酸钾(工业级、食品添加剂级碳酸氢钾)、工业级、农业级氯化铵、2-氯-6-氟苯甲醛系列(副产:盐酸、工业氢氟酸、氟化钠)、异双醚(半缩醛)、盐酸氨丙啉(副产:工业硫酸、甲醇、亚磷酸、甲基硫酸钠、盐酸)、兽药预混剂、磷霉素钠(副产:右旋苯乙胺)等医药产品、热电;服务:生物技术的技术开发,医药中间体、兽药、饲料添加剂、生物科技产品的技术开发、成果转让;加工:药品、食品添加剂;批发、零售:化工产品(除危险化学品和易制毒化学品),食品添加剂,饲料添加剂,医药中间体;货物进出口(法律、行政法规禁止经营的项目除外,法律、行政法规限制经营的项目取得许可后方可经营)。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。许可项目:危险化学品生产(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)。"
"003018","金富科技","2020-11-06","私营企业","","中小板","橡胶和塑料制品业","C29","工业","0005","260000000","设立研发机构,研究开发塑料产品、五金制品(不含电镀),电子产品和机械设备;产销:塑料产品,五金制品(不含电镀),电子产品,机械设备;货物进出口(法律、行政法规规定禁止的项目除外,法律、行政法规规定限制的项目须取得许可后方可经营);包装装潢印刷品、其他印刷品印刷。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"003019","宸展光电","2020-11-17","中外合资","","中小板","计算机、通信和其他电子设备制造业","C39","工业","0005","128000000","光电子器件及其他电子器件制造;计算机整机制造;计算机零部件制造;其他计算机制造;电子元件及组件制造;印制电路板制造;机器人及智能设备的设计、研发、制造及销售(不含须经许可审批的项目);工程和技术研究和试验发展;软件开发;信息系统集成服务;信息技术咨询服务;数据处理和存储服务;集成电路设计;计算机、软件及辅助设备批发;其他机械设备及电子产品批发;经营各类商品和技术的进出口(不另附进出口商品目录),但国家限定公司经营或禁止进出口的商品及技术除外;经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务(不另附进出口商品目录),但国家限定公司经营或禁止进出口的商品及技术除外。"
"003020","立方制药","","私营企业","","中小板","","","","","69480000","片剂、硬胶囊剂、颗粒剂、软膏剂(含激素类)、小容量注射剂(含抗肿瘤类)、原料药(多西他赛、非洛地平、二巯丁二酸、门冬氨酸鸟氨酸、佐芬普利钙、甲磺酸多沙唑嗪、二巯丙磺钠、丹皮酚、尿素、帕潘立酮、曲克芦丁、罗氟司特、盐酸哌甲酯)、凝胶剂、乳膏剂、中药前处理、中药饮片、提取车间、制药机械、化工原料(不含危险品)的生产、销售(在许可证有效期内经营);药品研发、技术转让;经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务(国家限定除外);功能性化妆品原料研发、生产、销售、服务;医药中间体的生产、销售;租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"003021","兆威机电","2020-12-04","私营企业","","中小板","电气机械及器材制造业","C38","工业","0005","106670000","一般经营项目是:模具、塑胶五金制品、齿轮箱、传动系统、电子控制产品的技术开发;模具、塑胶五金制品、齿轮箱、传动系统、机电成套设备、电子控制产品的销售;国内贸易(不含专营、专卖、专控商品);货物及技术进出口(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营)。许可经营项目是:普通货运;塑料制品、机电设备及配件、轴承及配件劳务加工;模具、塑胶五金制品、齿轮箱、传动系统、机电成套设备、电子控制产品的生产。"
